id,公司名稱,分公司名稱,地址,分公司核准設立日期,登記現況,設立年份,縣市,行政區,里別,行政區平日夜間停留人數,行政區平日日間活動人數,行政區假日夜間停留人數,行政區假日日間活動人數,里人均收入中位數,里人口數,發票張數指標,發票銷售額指標,店_緯度,店_經度,500m熱鬧據點數,最近熱鬧據點類型,最近熱鬧據點距離,500m歷史展店,500m歷史競爭,租金,巷內,弄,最近鄰店距離,最近路口距離,鄰近道路等級,是否便利商店,日夜人流差,日夜人流活躍比,租金log,歷史品牌優勢,區域競爭飽和度,租金與競爭風險,路口與巷弄權重,黃金三角窗,巷弄店,社區轉角店,店均服務人口數,店均電信人流,人流單位租金成本,同品牌互蝕風險
5651,全家便利商店股份有限公司,文盛分公司,臺北市中正區汀州路3段173號,1999-04-15,營運中,1999,臺北市,中正區,文盛里,179530,309701,171990,217630,745,2401,77.0,80.0,25.01504381,121.5324591,4.0,學校,157.031477792608,12.0,22.0,40963.0,0,0,78.52076005362991,18.27590193690419,3,1,130171,1.7250558399385065,10.620448911195329,0.5217391304347826,0.009159034138218152,901186.0,1.479427855724765,0,0,0,68.6,8848.6,0.13226585556438125,5.276923076923077
5681,全家便利商店股份有限公司,城中分公司,臺北市中正區延平南路75號,1999-03-01,廢止,1999,臺北市,中正區,光復里,179530,309701,171990,217630,727,3950,96.0,98.0,25.04422828,121.510306,2.0,學校,296.30171530819683,30.0,64.0,77082.0,0,0,77.90217589320261,17.054950878056832,2,1,130171,1.7250558399385065,11.252638042372888,0.46153846153846156,0.016198430777018477,4933248.0,1.4467099670210386,0,0,0,41.578947368421055,3260.0105263157893,0.24889086928725032,1.3412563667232598
5686,統一生活事業股份有限公司,台北巿第十三分公司,臺北市中正區忠孝西路1段39號,1997-04-12,廢止,1997,臺北市,中正區,黎明里,179530,309701,171990,217630,759,3201,99.0,99.5,25.0461188,121.5185799,2.0,交通樞紐,119.2610680285238,6.0,64.0,59281.0,0,0,20.771816151627974,46.198524674086656,5,0,130171,1.7250558399385065,10.990060997592481,0.09230769230769231,0.019987507807620236,3793984.0,1.9271813175990293,0,0,0,45.08450704225352,4361.985915492958,0.19141303575695345,6.440643863179075
5693,統一超商股份有限公司,台北市第３９８分公司,臺北市中正區忠孝西路1段49號,1999-01-26,廢止,1999,臺北市,中正區,黎明里,179530,309701,171990,217630,759,3201,99.0,99.5,25.04648143,121.5172435,2.0,交通樞紐,25.726437458224392,30.0,50.0,59281.0,0,0,0.0,44.10567601897325,5,1,130171,1.7250558399385065,10.990060997592481,0.5882352941176471,0.01561524047470331,2964050.0,1.904504046334451,0,0,0,39.51851851851852,3823.4691358024693,0.19141303575695345,1.2747909199522103
5714,全家便利商店股份有限公司,台北市第六六六分公司,臺北市中正區忠孝東路2段93號,2019-08-27,營運中,2019,臺北市,中正區,梅花里,179530,309701,171990,217630,827,2858,99.0,98.0,25.04312935,121.5308867,3.0,學校,113.51075025062052,8.0,21.0,142180.0,0,0,42.82881040005601,25.888806846908132,2,1,130171,1.7250558399385065,11.864856172796763,0.36363636363636365,0.007345225603357817,2985780.0,1.6458550488338837,0,0,0,95.26666666666667,10323.366666666667,0.4590864766775804,10.585185185185185
5721,全家便利商店股份有限公司,杭州分公司,臺北市中正區杭州南路1段7號,1998-03-19,廢止,1998,臺北市,中正區,幸福里,179530,309701,171990,217630,809,4473,72.5,72.0,25.04353946,121.5268259,4.0,學校,209.6308017039104,7.0,18.0,72295.0,0,0,62.005669489966856,23.52689880844187,3,1,130171,1.7250558399385065,11.188524081581791,0.3684210526315789,0.004023245417970496,1301310.0,1.5998852129181615,0,0,0,172.03846153846155,11911.576923076924,0.2334340753369368,21.504807692307693
5730,統一超商股份有限公司,台北市第四三五分公司,臺北市中正區武昌街1段9號,1999-08-17,廢止,1999,臺北市,中正區,黎明里,179530,309701,171990,217630,759,3201,99.0,99.5,25.04400963,121.5126995,2.0,捷運站,442.90696868325216,31.0,57.0,59281.0,0,0,20.404742445470074,37.890179969595316,2,1,130171,1.7250558399385065,10.990060997592481,0.5344827586206896,0.017801374141161775,3379017.0,1.8303708879071616,0,0,0,35.96629213483146,3479.7865168539324,0.19141303575695345,1.1239466292134832
5763,全聯實業股份有限公司,中正南海分公司,臺北市中正區南海路100號,2016-03-31,營運中,2016,臺北市,中正區,永昌里,179530,309701,171990,217630,521,4274,79.0,83.5,25.028164,121.5082586,5.0,學校,288.9950169656498,0.0,24.0,23513.0,0,0,141.65250861167752,26.932025041901962,3,0,130171,1.7250558399385065,10.065351267427687,0.0,0.005614035087719298,564312.0,1.664886940757159,0,0,0,170.96,12388.04,0.07592136957462335,170.96
5781,來來超商股份有限公司,第八六二分公司,臺北市中正區重慶南路1段70號,2004-10-11,廢止,2004,臺北市,中正區,光復里,179530,309701,171990,217630,727,3950,96.0,98.0,25.04353178,121.5131002,1.0,捷運站,377.8416041791866,2.0,88.0,77082.0,0,0,14.508369395141095,19.887646319923476,3,1,130171,1.7250558399385065,11.252638042372888,0.02247191011235955,0.022272842318400404,6783216.0,1.5195789495199656,0,0,0,43.40659340659341,3403.3076923076924,0.24889086928725032,14.468864468864469
5784,統一超商股份有限公司,台北市第二二九分公司,臺北市中正區紹興北街37號,2011-05-30,營運中,2011,臺北市,中正區,梅花里,179530,309701,171990,217630,827,2858,99.0,98.0,25.04545,121.5255452,4.0,捷運站,187.89035552537663,11.0,18.0,142180.0,0,0,40.05176429469446,58.60009251304732,2,1,130171,1.7250558399385065,11.864856172796763,0.5789473684210527,0.0062959076600209865,2559240.0,2.0438285631512185,0,0,0,95.26666666666667,10323.366666666667,0.4590864766775804,7.938888888888889
5792,統一超商股份有限公司,台北市第２７２分公司,臺北市中正區許昌街26號,1994-03-21,廢止,1994,臺北市,中正區,黎明里,179530,309701,171990,217630,759,3201,99.0,99.5,25.04544373,121.5164264,3.0,交通樞紐,138.55247571789607,31.0,54.0,59281.0,0,0,0.0,35.296589557139484,2,1,130171,1.7250558399385065,10.990060997592481,0.5636363636363636,0.016864459712679577,3201174.0,1.795861892631562,0,0,0,37.22093023255814,3601.1744186046512,0.19141303575695345,1.1631540697674418
5826,統一生活事業股份有限公司,台北市第六十一分公司,臺北市中正區寧波西街11號,2002-07-23,營運中,2002,臺北市,中正區,龍福里,179530,309701,171990,217630,847,6065,94.5,94.0,25.03141371,121.518575,3.0,捷運站,153.5242816438086,1.0,27.0,43183.0,0,0,16.803349841563527,56.15468955881531,2,0,130171,1.7250558399385065,10.673225335257786,0.03571428571428571,0.004451038575667656,1165941.0,2.0228807219482334,0,0,0,209.13793103448276,10679.344827586207,0.13943403659001233,104.56896551724138
5827,統一超商股份有限公司,台北巿第１１３分公司,臺北市中正區寧波西街3號,1988-05-07,營運中,1988,臺北市,中正區,龍福里,179530,309701,171990,217630,847,6065,94.5,94.0,25.03149126,121.5187047,3.0,捷運站,148.37384608465064,11.0,18.0,43183.0,0,0,16.803349841563527,39.15148965361786,2,1,130171,1.7250558399385065,10.673225335257786,0.5789473684210527,0.002967359050445104,777294.0,1.8463297709558353,0,0,0,202.16666666666666,10323.366666666667,0.13943403659001233,16.84722222222222
5828,台灣屈臣氏個人用品商店股份有限公司,寧波分公司,臺北市中正區寧波西街46號,1997-02-21,營運中,1997,臺北市,中正區,南福里,179530,309701,171990,217630,1020,11626,79.0,89.0,25.03084774,121.5178953,2.0,捷運站,216.778097602838,0.0,28.0,40667.0,0,0,49.2380702200176,35.78177259468453,2,0,130171,1.7250558399385065,10.613196821395052,0.0,0.002408187838651415,1138676.0,1.8025012062706762,0,0,0,400.8965517241379,10679.344827586207,0.1313100980942971,400.8965517241379
5834,全家便利商店股份有限公司,仟囍分公司,臺北市中正區漢口街1段15號,2000-11-13,廢止,2000,臺北市,中正區,黎明里,179530,309701,171990,217630,759,3201,99.0,99.5,25.04522044,121.514401,3.0,交通樞紐,326.9070544177112,35.0,64.0,59281.0,0,0,14.936246301026586,26.946999004891133,2,1,130171,1.7250558399385065,10.990060997592481,0.5384615384615384,0.019987507807620236,3793984.0,1.6651549118537023,0,0,0,32.01,3097.01,0.19141303575695345,0.8891666666666667
5849,全家便利商店股份有限公司,台北市第六一七分公司,臺北市中正區衡陽路7號,2018-04-13,營運中,2018,臺北市,中正區,黎明里,179530,309701,171990,217630,759,3201,99.0,99.5,25.04241394,121.5137609,2.0,捷運站,254.03240233404983,31.0,51.0,59281.0,0,0,0.0,36.661971559187165,3,1,130171,1.7250558399385065,10.990060997592481,0.5961538461538461,0.015927545284197375,3023331.0,1.8143254367018888,0,0,0,38.566265060240966,3731.3373493975905,0.19141303575695345,1.2051957831325302
5856,統一超商股份有限公司,台北市第八五九分公司,臺北市中正區館前路59號,2016-04-11,營運中,2016,臺北市,中正區,黎明里,179530,309701,171990,217630,759,3201,99.0,99.5,25.04476895,121.5151264,3.0,交通樞紐,287.25870231168415,35.0,63.0,59281.0,0,0,0.11461710748751808,19.879241327410092,3,1,130171,1.7250558399385065,10.990060997592481,0.546875,0.01967520299812617,3734703.0,1.5193777137300786,0,0,0,32.333333333333336,3128.2929292929293,0.19141303575695345,0.8981481481481483
5863,統一超商股份有限公司,台北市第一二六七分公司,臺北市中正區臨沂街65巷25號,2025-10-09,營運中,2025,臺北市,中正區,三愛里,179530,309701,171990,217630,916,8622,74.5,82.5,25.03485975,121.5300405,2.0,捷運站,167.39018998722338,19.0,14.0,66822.0,1,0,38.00562016197349,129.96488102931488,2,1,130171,1.7250558399385065,11.109802611640422,1.2666666666666666,0.0016235648846109243,935508.0,7.312393805271888,0,0,0,253.58823529411765,9108.85294117647,0.21576224887149584,12.679411764705883
5885,全家便利商店股份有限公司,台北市第六六九分公司,臺北市中正區羅斯福路3段8號,2019-09-10,營運中,2019,臺北市,中正區,頂東里,179530,309701,171990,217630,718,5447,67.5,76.5,25.02342,121.524898,5.0,學校,240.16628528664808,7.0,23.0,43453.0,0,0,49.7521442354565,46.87456403694254,5,1,130171,1.7250558399385065,10.679458186295186,0.2916666666666667,0.004221732745961821,999419.0,1.9342921705906926,0,0,0,175.70967741935485,9990.354838709678,0.14030584239042693,21.963709677419356
6018,全聯實業股份有限公司,台北德安分公司,臺北市內湖區成功路4段30巷28弄2號,2001-05-28,廢止,2001,臺北市,內湖區,內湖里,268313,365903,262226,278057,682,6296,96.0,96.0,25.08256446,121.5918441,6.0,醫院,134.51605410002082,3.0,41.0,30035.0,1,1,25.598724647774993,87.10611964641092,2,0,97590,1.3637119196165686,10.310151941219775,0.07142857142857142,0.006511037001746864,1231435.0,11.196354982578882,0,0,0,139.9111111111111,8131.177777777778,0.08208437185709913,34.977777777777774
6208,三商家購股份有限公司,內湖麗山二分公司,臺北市內湖區麗山街68巷12號,2015-01-27,營運中,2015,臺北市,內湖區,港富里,268313,365903,262226,278057,713,9327,88.0,93.5,25.08198541,121.5792967,5.0,學校,284.28551711333046,1.0,23.0,29985.0,1,0,30.570017774827285,15.537736229554751,2,0,97590,1.3637119196165686,10.308485885054848,0.041666666666666664,0.002465694682675815,689655.0,4.208467220725562,0,0,0,373.08,14636.12,0.08194772399317854,186.54
3489,來來超商股份有限公司,第一０四五分公司,新北市新莊區中華路2段208號,2006-08-30,營運中,2006,新北市,新莊區,昌隆里,438175,374258,436655,417962,524,4368,40.0,50.0,25.05236007,121.4530923,1.0,學校,245.30505491722636,2.0,42.0,20822.0,0,0,85.42606829000687,18.27496149358281,2,1,-63917,0.8541271087416928,9.943813424007693,0.046511627906976744,0.009613183794918746,874524.0,1.4794034608542517,0,0,0,97.06666666666666,8316.844444444445,0.05563526862413462,32.355555555555554
3505,統一超商股份有限公司,台北縣第七三０分公司,新北市新莊區五工三路93號,2006-03-15,營運中,2006,新北市,新莊區,福興里,438175,374258,436655,417962,472,6217,86.5,92.0,25.06539456,121.4582799,1.0,學校,389.25924638230384,9.0,4.0,47085.0,0,0,57.77077838043998,74.30632971542425,2,1,-63917,0.8541271087416928,10.759730995904896,1.8,0.000643293663557414,188340.0,2.1607820956194,0,0,0,444.07142857142856,26732.714285714286,0.1258085977892315,44.40714285714286
3545,來來超商股份有限公司,第一一六分公司,新北市新莊區四維路123~1號,1991-11-25,營運中,1991,新北市,新莊區,四維里,438175,374258,436655,417962,413,4654,86.5,92.5,25.01963888,121.4215899,2.0,學校,383.884372945158,2.0,20.0,18307.0,0,0,23.386179584090822,22.09896301019938,2,1,-63917,0.8541271087416928,9.815093401773533,0.09523809523809523,0.004296455424274973,366140.0,1.569893862593371,0,0,0,202.34782608695653,16272.08695652174,0.04891532334559757,67.44927536231884
3631,統一超商股份有限公司,新北市第六五０分公司,新北市新莊區昌隆街29號,2004-05-12,營運中,2004,新北市,新莊區,昌隆里,438175,374258,436655,417962,524,4368,40.0,50.0,25.05099257,121.4546475,1.0,學校,74.45970150552029,14.0,36.0,20822.0,0,0,6.705083950062534,28.905305166771807,2,1,-63917,0.8541271087416928,9.943813424007693,0.3783783783783784,0.008239871824216068,749592.0,1.699017947492279,0,0,0,85.6470588235294,7338.392156862745,0.05563526862413462,5.709803921568627
3636,統一超商股份有限公司,新北市第一五三九分公司,新北市新莊區明中街45號,2025-12-18,營運中,2025,新北市,新莊區,恆安里,438175,374258,436655,417962,496,4361,70.5,56.5,25.03924076,121.4574782,6.0,醫院,248.6079139075537,5.0,8.0,22385.0,0,0,0.0,28.913654417427274,2,1,-63917,0.8541271087416928,10.016191042449213,0.5555555555555556,0.0018340210912425492,179080.0,1.699157522817021,0,0,0,311.5,26732.714285714286,0.059811520898629025,51.916666666666664
3638,萊爾富國際股份有限公司,新鳳分公司,新北市新莊區明志路17號,1996-06-10,廢止,1996,新北市,新莊區,丹鳳里,438175,374258,436655,417962,489,9215,52.5,60.5,25.02908709,121.4200216,2.0,捷運站,241.85248947135844,2.0,20.0,19744.0,0,0,109.23285583412788,17.396661420503417,4,1,-63917,0.8541271087416928,9.89065557372075,0.09523809523809523,0.002170138888888889,394880.0,1.4560846018070153,0,0,0,400.6521739130435,16272.08695652174,0.05275491036955691,133.55072463768116
3644,統一超商股份有限公司,台北縣第七四五分公司,新北市新莊區建中街6號,2006-06-22,營運中,2006,新北市,新莊區,文聖里,438175,374258,436655,417962,591,3725,65.0,60.5,25.0376118,121.449753,6.0,醫院,248.67503911549665,8.0,21.0,27093.0,0,0,75.07466513101433,28.678045660576377,2,1,-63917,0.8541271087416928,10.207067580140682,0.36363636363636365,0.005636070853462158,568953.0,1.6952037845577745,0,0,0,124.16666666666667,12475.266666666666,0.07239104470433577,13.796296296296298
3668,全家便利商店股份有限公司,新莊思源分公司,新北市新莊區思源路155號,2000-10-19,廢止,2000,新北市,新莊區,思源里,438175,374258,436655,417962,491,5349,86.0,95.5,25.04441295,121.4596448,2.0,醫院,134.9493760306166,3.0,12.0,35679.0,0,0,68.25454034866847,16.193443338926002,3,1,-63917,0.8541271087416928,10.482345586693945,0.23076923076923078,0.0022429906542056075,428148.0,1.422264054959259,0,0,0,334.3125,23391.125,0.09533237677651038,83.578125
3707,全家便利商店股份有限公司,新北市第八五八分公司,新北市新莊區新泰路305巷1號,2016-02-25,營運中,2016,新北市,新莊區,立泰里,438175,374258,436655,417962,515,5772,50.0,37.5,25.04109315,121.4452246,3.0,學校,196.60860574904888,9.0,19.0,23187.0,1,0,57.10031403975839,22.800132581217657,4,1,-63917,0.8541271087416928,10.051390182459624,0.45,0.003291183093712108,440553.0,4.754536726951965,0,0,0,199.0344827586207,12905.448275862069,0.06195442193774899,19.90344827586207
3731,統一超商股份有限公司,台北縣第四四八分公司,新北市新莊區萬安街82號,2000-02-16,營運中,2000,新北市,新莊區,萬安里,438175,374258,436655,417962,450,3793,49.0,53.5,25.02298655,121.4207486,2.0,學校,294.22717437081224,12.0,25.0,16155.0,0,0,13.730981910850243,300.3560686982945,2,1,-63917,0.8541271087416928,9.690046776683303,0.46153846153846156,0.006589351607801793,403875.0,2.8541462590489606,0,0,0,99.8157894736842,9848.894736842105,0.04316529462217342,7.678137651821862
3747,統一超商股份有限公司,新北市第一一七五分公司,新北市新莊區福德三街70號,2019-03-14,營運中,2019,新北市,新莊區,福基里,438175,374258,436655,417962,747,6379,76.5,81.5,25.05887412,121.4605697,1.0,學校,434.7634167434253,3.0,7.0,168242.0,0,0,150.07597687191767,17.226480518519008,2,1,-63917,0.8541271087416928,12.033164641886643,0.375,0.00109717868338558,1177694.0,1.451437755089662,0,0,0,579.9090909090909,34023.454545454544,0.4495336117501516,144.97727272727272
3751,萊爾富國際股份有限公司,福營分公司,新北市新莊區福營路336號,1995-10-30,廢止,1995,新北市,新莊區,富民里,438175,374258,436655,417962,436,3860,18.0,17.5,25.02696709,121.4216828,2.0,學校,167.53242343915244,2.0,24.0,19584.0,0,0,16.215064144000845,136.01757100575645,2,1,-63917,0.8541271087416928,9.882519246099932,0.08,0.006216006216006216,470016.0,2.46005458656028,0,0,0,142.96296296296296,13861.407407407407,0.052327398940306045,47.65432098765432
3759,全家便利商店股份有限公司,新北市第九五九分公司,新北市新莊區龍安路9號,2019-01-30,營運中,2019,新北市,新莊區,龍鳳里,438175,374258,436655,417962,603,10908,89.5,94.0,25.0225967,121.4146725,5.0,學校,173.83850148624668,4.0,16.0,22117.0,0,0,33.607776272069366,13.640095727982507,2,1,-63917,0.8541271087416928,10.004147035635306,0.23529411764705882,0.0014666788889907416,353872.0,1.3418820236542035,0,0,0,519.4285714285714,17821.809523809523,0.05909543925463382,103.88571428571429
3772,全家便利商店股份有限公司,新莊雙鳳分公司,新北市新莊區雙鳳路12號,2000-11-04,廢止,2000,新北市,新莊區,合鳳里,438175,374258,436655,417962,391,4506,67.0,80.0,25.02703634,121.4170531,1.0,學校,435.4374253438962,8.0,21.0,18262.0,0,0,22.39754678914517,26.895637166107537,2,1,-63917,0.8541271087416928,9.812632434192041,0.36363636363636365,0.004659418682050144,383502.0,1.6642351513124976,0,0,0,150.2,12475.266666666666,0.04879508575612076,16.688888888888886
3831,全聯實業股份有限公司,樹林八德分公司,新北市樹林區八德街331號,2021-12-13,營運中,2021,新北市,樹林區,彭興里,186549,176578,187333,179473,379,5718,84.5,80.0,24.97433199,121.4198352,0.0,學校,848.8405868173274,0.0,3.0,16539.0,0,0,427.67341236549044,40.283221413987455,3,0,-9971,0.9465451621549182,9.713536968577682,0.0,0.0005245672320335723,49617.0,1.860228078129016,0,0,0,1429.5,44144.5,0.0936634594147662,1429.5
3835,全家便利商店股份有限公司,樹林俊興分公司,新北市樹林區三俊街127號,2001-12-25,營運中,2001,新北市,樹林區,圳生里,186549,176578,187333,179473,379,1451,43.5,48.0,25.01563372,121.4180696,0.0,學校,565.4645817899669,2.0,6.0,66750.0,0,0,51.24384365213472,27.487058284217873,3,1,-9971,0.9465451621549182,11.108724557423686,0.2857142857142857,0.004132231404958678,400500.0,1.6747249444257575,0,0,0,161.22222222222223,19619.777777777777,0.37801777108263157,53.74074074074074
3837,全家便利商店股份有限公司,樹林三俊分公司,新北市樹林區三俊街197號,2001-12-25,廢止,2001,新北市,樹林區,圳生里,186549,176578,187333,179473,379,1451,43.5,48.0,25.01563746,121.4200449,0.0,學校,578.3108472193911,2.0,7.0,66750.0,0,0,57.33385747572941,14.225298322159418,2,1,-9971,0.9465451621549182,11.108724557423686,0.25,0.0048209366391184574,467250.0,1.36147920381725,0,0,0,145.1,17657.8,0.37801777108263157,48.36666666666667
3871,全家便利商店股份有限公司,新北市第一一三七分公司,新北市樹林區大雅路391號,2025-01-06,營運中,2025,新北市,樹林區,柑園里,186549,176578,187333,179473,776,11117,94.0,95.5,24.94988346,121.378672,3.0,學校,346.18767382290065,2.0,6.0,28509.0,0,0,57.30809887278562,60.99409132697072,2,1,-9971,0.9465451621549182,10.258010181906718,0.2857142857142857,0.0005396654074473826,171054.0,2.063519539662877,0,0,0,1235.2222222222222,19619.777777777777,0.16145181476846057,411.7407407407407
3888,統一超商股份有限公司,新北市第一四四一分公司,新北市樹林區中正路438號,2022-05-24,營運中,2022,新北市,樹林區,三多里,186549,176578,187333,179473,395,3922,54.0,64.0,25.01181738,121.4134908,0.0,學校,670.3260413648347,6.0,3.0,17900.0,0,0,122.06909056626715,144.221787986469,4,1,-9971,0.9465451621549182,9.792611856190192,1.5,0.0007647208768799389,53700.0,2.4891310730683998,0,0,0,392.2,17657.8,0.10137105771354464,56.028571428571425
3889,統一超商股份有限公司,台北縣第５１分公司,新北市樹林區中正路464號,1994-09-23,廢止,1994,新北市,樹林區,三多里,186549,176578,187333,179473,395,3922,54.0,64.0,25.01268639,121.41282,0.0,學校,773.7331875408172,5.0,4.0,17900.0,0,0,0.0,28.079493121025706,4,1,-9971,0.9465451621549182,9.792611856190192,1.0,0.0010196278358399185,71600.0,1.685016611006113,0,0,0,392.2,17657.8,0.10137105771354464,65.36666666666666
3892,來來超商股份有限公司,第九八三分公司,新北市樹林區中正路714號,2013-07-30,廢止,2013,新北市,樹林區,三龍里,186549,176578,187333,179473,415,1963,39.5,43.5,25.01787919,121.4092348,1.0,學校,346.4316274149233,1.0,9.0,58233.0,0,0,37.06682697882442,50.262332134426224,4,1,-9971,0.9465451621549182,10.972224655585418,0.1,0.004582484725050916,524097.0,1.968478108042838,0,0,0,178.45454545454547,16052.545454545454,0.32978440244876234,89.22727272727273
3902,全家便利商店股份有限公司,樹林新全球分公司,新北市樹林區中華路291號,2012-10-16,營運中,2012,新北市,樹林區,中華里,186549,176578,187333,179473,437,3347,25.0,32.0,24.98013381,121.4170424,1.0,學校,183.54112736336324,4.0,16.0,19392.0,0,0,50.43197864850255,104.7041653334794,3,1,-9971,0.9465451621549182,9.872667455196241,0.23529411764705882,0.0047789725209080045,310272.0,2.330322149614111,0,0,0,159.38095238095238,8408.47619047619,0.10982053358553395,31.876190476190477
3905,萊爾富國際股份有限公司,第三四○七分公司,新北市樹林區中興街60號,2007-11-22,營運中,2007,新北市,樹林區,樹西里,186549,176578,187333,179473,541,5126,84.0,80.5,24.99159144,121.4211968,3.0,火車站,334.5228719298814,2.0,34.0,20195.0,0,0,47.185955769961964,23.00904802602798,2,1,-9971,0.9465451621549182,9.913239843978806,0.05714285714285714,0.006631558416227814,686630.0,1.589215380192696,0,0,0,138.54054054054055,4772.378378378378,0.11436807321368905,46.18018018018018
3925,來來超商股份有限公司,第六０七分公司,新北市樹林區佳園路2段175號,2002-07-05,廢止,2002,新北市,樹林區,柑園里,186549,176578,187333,179473,776,11117,94.0,95.5,24.95630754,121.3898071,1.0,學校,67.24834650516593,0.0,7.0,28509.0,0,0,0.0,24.19397060144146,3,1,-9971,0.9465451621549182,10.258010181906718,0.0,0.0006296096420219464,199563.0,1.6133023520210672,0,0,0,1389.625,22072.25,0.16145181476846057,1389.625
3933,統一超商股份有限公司,新北市第一０六六分公司,新北市樹林區佳園路3段31-1號,2017-07-11,營運中,2017,新北市,樹林區,柑園里,186549,176578,187333,179473,776,11117,94.0,95.5,24.95394856,121.3881236,2.0,學校,266.0755258950907,0.0,7.0,28509.0,0,0,238.24795293530806,23.26215253131497,2,1,-9971,0.9465451621549182,10.258010181906718,0.0,0.0006296096420219464,199563.0,1.5944588135845423,0,0,0,1389.625,22072.25,0.16145181476846057,1389.625
3941,全家便利商店股份有限公司,樹林欣榮分公司,新北市樹林區東榮街107號,2012-02-17,營運中,2012,新北市,樹林區,東陽里,186549,176578,187333,179473,428,5864,58.0,66.5,24.98224657,121.4155489,3.0,學校,211.6279752661001,4.0,18.0,17293.0,0,0,15.189556653217517,69.15425461414834,2,1,-9971,0.9465451621549182,9.758114899520375,0.21052631578947367,0.003069053708439898,311274.0,2.1253482274733217,0,0,0,254.95652173913044,7677.304347826087,0.09793350285141494,50.99130434782609
3946,三商家購股份有限公司,樹林育英分公司,新北市樹林區育英街110號,2017-10-17,營運中,2017,新北市,樹林區,樹西里,186549,176578,187333,179473,541,5126,84.0,80.5,24.98939275,121.4201174,3.0,學校,243.68597293668645,2.0,24.0,20195.0,0,0,83.7266887018095,60.3829757682279,2,0,-9971,0.9465451621549182,9.913239843978806,0.08,0.004681100058513751,484680.0,2.058566264544443,0,0,0,189.85185185185185,6539.925925925926,0.11436807321368905,63.28395061728395
3993,全家便利商店股份有限公司,樹林鎮前分公司,新北市樹林區博愛街198號,1999-12-31,廢止,1999,新北市,樹林區,樹東里,186549,176578,187333,179473,479,1161,49.0,57.0,24.98949787,121.42472,1.0,火車站,202.40871205045644,9.0,24.0,19434.0,0,0,152.82609829035638,22.871818263948008,3,1,-9971,0.9465451621549182,9.874830843286324,0.36,0.020654044750430294,466416.0,1.5863493055272686,0,0,0,34.14705882352941,5193.470588235294,0.11005838746396797,3.4147058823529415
4223,三商家購股份有限公司,鶯歌大湖分公司,新北市鶯歌區大湖路530巷29號,2015-04-14,營運中,2015,新北市,鶯歌區,大湖里,94412,86832,90389,85085,409,4864,59.5,54.5,24.97336238,121.337893,0.0,學校,579.2132976235174,0.0,6.0,12594.0,1,0,60.28466826401332,92.057657667335,2,0,-7580,0.9197038543420927,9.441055188786711,0.0,0.0012332990750256938,75564.0,6.799828913948675,0,0,0,694.8571428571429,12404.57142857143,0.14503702509414623,694.8571428571429
4229,來來超商股份有限公司,第一七五分公司,新北市鶯歌區中正一路187號,1994-11-29,廢止,1994,新北市,鶯歌區,西鶯里,94412,86832,90389,85085,460,2233,24.5,30.0,24.95686499,121.3532118,1.0,火車站,327.3197929852504,1.0,13.0,15184.0,0,0,144.4154456727638,27.141145109104254,4,1,-7580,0.9197038543420927,9.62806337747985,0.07142857142857142,0.005819158460161146,197392.0,1.6686163720727902,0,0,0,148.86666666666667,5788.8,0.17486439487291697,74.43333333333334
4230,全家便利商店股份有限公司,鶯歌正鶯分公司,新北市鶯歌區中正一路369號,2011-01-07,營運中,2011,新北市,鶯歌區,北鶯里,94412,86832,90389,85085,520,4608,28.5,32.5,24.95713031,121.3581478,1.0,火車站,415.3327007093666,1.0,1.0,18326.0,0,0,416.0356940744079,42.43162330634668,4,1,-7580,0.9197038543420927,9.816130661317876,0.5,0.00021696680407897592,18326.0,1.8855939116916227,0,0,0,1536.0,28944.0,0.2110487948130319,768.0
4255,全家便利商店股份有限公司,新北市第八三二分公司,新北市鶯歌區建國路122號,2015-05-26,廢止,2015,新北市,鶯歌區,南鶯里,94412,86832,90389,85085,457,5594,81.5,88.0,24.95422139,121.3520039,1.0,火車站,323.00466907261574,4.0,12.0,22391.0,0,0,15.90477848915971,41.56601170748388,3,1,-7580,0.9197038543420927,10.01645903119529,0.3076923076923077,0.0021447721179624667,268692.0,1.8755280437918287,0,0,0,329.05882352941177,5107.764705882353,0.25786279409901763,65.81176470588235
4268,三商家購股份有限公司,鶯歌國慶分公司,新北市鶯歌區國慶街111號,2015-01-27,營運中,2015,新北市,鶯歌區,南鶯里,94412,86832,90389,85085,457,5594,81.5,88.0,24.95425917,121.3505362,2.0,學校,414.1519711221533,0.0,19.0,22391.0,0,0,64.71810760972747,15.268647171060492,3,0,-7580,0.9197038543420927,10.01645903119529,0.0,0.0033958891867739054,425429.0,1.3946198845495361,0,0,0,279.7,4341.6,0.25786279409901763,279.7
4294,來來超商股份有限公司,第五三一分公司,新北市鶯歌區鶯桃路97之3號,2007-04-30,營運中,2007,新北市,鶯歌區,永昌里,94412,86832,90389,85085,438,8588,75.5,69.5,24.95394418,121.3388559,1.0,學校,188.25114012782117,1.0,6.0,18917.0,0,0,61.523438109904596,28.24053228608799,2,1,-7580,0.9197038543420927,9.847869128773116,0.14285714285714285,0.0006985679357317499,113502.0,1.6877779193772315,0,0,0,1073.5,10854.0,0.21785496297490586,536.75
